Date,User ID,Account,Category,Subcategory,Note,INR,Income/Expense,Note_dup,Amount,Currency,Account_dup,Logging Date
11/16/2025 09:26,61,Wallet,Bills,Phone,Impulse buy,455.47,Expense,,455.47,INR,Wallet,2025-12-18 10:14:23
11/16/2025 09:01,21,Debit Card,Entertainment,Movies,Ride to office,1379.52,Expense,,1379.52,INR,Debit Card,2025-12-18 10:14:23
11/16/2025 07:37,85,Credit Card,Health,Consultation,Quick bite,183.02,Expense,,183.02,INR,Credit Card,2025-12-18 10:14:23
11/16/2025 07:02,34,Credit Card,Education,Courses,Ride to office,482.27,Expense,,482.27,INR,Credit Card,2025-12-18 10:14:23
11/16/2025 06:49,82,Wallet,Shopping,Online,Ride to office,599.8,Expense,,599.80,INR,Wallet,2025-12-18 10:14:23
11/16/2025 04:41,44,Auto Debit,Transportation,Fuel,Ride to office,114.69,Expense,,114.69,INR,Auto Debit,2025-12-18 10:14:23
11/16/2025 04:37,15,Credit Card,Shopping,Groceries,Cashback,7025.36,Income,,7025.36,INR,Credit Card,2025-12-18 10:14:22
11/16/2025 04:37,76,Credit Card,Travel,Flights,Refund,4010.5,Income,,4010.50,INR,Credit Card,2025-12-18 10:14:23
11/16/2025 04:25,99,Wallet,Shopping,Groceries,Weekly stock-up,1870.17,Expense,,1870.17,INR,Wallet,2025-12-18 10:14:23
11/16/2025 03:31,75,Auto Debit,Travel,Hotels,Utility payment,1231.12,Expense,,1231.12,INR,Auto Debit,2025-12-18 10:14:23
11/16/2025 03:28,16,Debit Card,Education,Workshops,Subscription,1458.4,Expense,,1458.40,INR,Debit Card,2025-12-18 10:14:22
11/16/2025 01:28,92,UPI,Health,Pharmacy,Quick bite,615.65,Expense,,615.65,INR,UPI,2025-12-18 10:14:23
11/16/2025 00:50,20,Debit Card,Food,Dinner,Ride to office,82.14,Expense,,82.14,INR,Debit Card,2025-12-18 10:14:23
11/15/2025 23:43,26,Auto Debit,Travel,Hotels,Utility payment,651.2,Expense,,651.20,INR,Auto Debit,2025-12-18 10:14:23
11/15/2025 23:03,87,Credit Card,Transportation,Cab,Subscription,81.55,Expense,,81.55,INR,Credit Card,2025-12-18 10:14:23
11/15/2025 22:52,80,Debit Card,Education,Courses,Refund,4887.2,Income,,4887.20,INR,Debit Card,2025-12-18 10:14:23
11/15/2025 21:39,24,Wallet,Bills,Internet,Cashback,4047.72,Income,,4047.72,INR,Wallet,2025-12-18 10:14:23
11/15/2025 20:38,91,Wallet,Travel,Hotels,Quick bite,895.9,Expense,,895.90,INR,Wallet,2025-12-18 10:14:23
11/15/2025 20:02,94,UPI,Transportation,Bus,Weekly stock-up,2231.56,Expense,,2231.56,INR,UPI,2025-12-18 10:14:23
11/15/2025 19:41,33,Debit Card,Transportation,Metro,Subscription,1623.97,Expense,,1623.97,INR,Debit Card,2025-12-18 10:14:23
11/15/2025 19:39,64,UPI,Transportation,Cab,Utility payment,1079.29,Expense,,1079.29,INR,UPI,2025-12-18 10:14:23
11/15/2025 19:24,51,Wallet,Education,Books,Subscription,1333.98,Expense,,1333.98,INR,Wallet,2025-12-18 10:14:23
11/15/2025 19:01,94,Wallet,Bills,Electricity,Quick bite,1317.38,Expense,,1317.38,INR,Wallet,2025-12-18 10:14:23
11/15/2025 18:55,62,Debit Card,Education,Workshops,Utility payment,1261.03,Expense,,1261.03,INR,Debit Card,2025-12-18 10:14:23
11/15/2025 18:55,98,Debit Card,Food,Snacks,Subscription,105.55,Expense,,105.55,INR,Debit Card,2025-12-18 10:14:23
11/15/2025 18:25,54,Credit Card,Bills,Electricity,Quick bite,2112.16,Expense,,2112.16,INR,Credit Card,2025-12-18 10:14:23
11/15/2025 17:39,33,UPI,Entertainment,Streaming,Quick bite,2058.56,Expense,,2058.56,INR,UPI,2025-12-18 10:14:23
11/15/2025 17:27,39,Credit Card,Other,Gift,Weekly stock-up,1771.45,Expense,,1771.45,INR,Credit Card,2025-12-18 10:14:23
11/15/2025 17:20,24,Debit Card,Other,Gift,Weekend plan,2425.44,Expense,,2425.44,INR,Debit Card,2025-12-18 10:14:23
11/15/2025 16:56,46,Auto Debit,Food,Breakfast,Cashback,3374.18,Income,,3374.18,INR,Auto Debit,2025-12-18 10:14:23
11/15/2025 14:57,91,Debit Card,Health,Gym,Quick bite,486.54,Expense,,486.54,INR,Debit Card,2025-12-18 10:14:23
11/15/2025 14:44,5,Auto Debit,Transportation,Fuel,Freelance payout,3852.2,Income,,3852.20,INR,Auto Debit,2025-12-18 10:14:22
11/15/2025 14:36,64,Wallet,Other,Gift,Freelance payout,7904.58,Income,,7904.58,INR,Wallet,2025-12-18 10:14:23
11/15/2025 14:06,64,Credit Card,Food,Lunch,Weekend plan,321.38,Expense,,321.38,INR,Credit Card,2025-12-18 10:14:23
11/15/2025 12:26,53,Credit Card,Entertainment,Streaming,Weekly stock-up,2164.54,Expense,,2164.54,INR,Credit Card,2025-12-18 10:14:23
11/15/2025 11:33,46,Debit Card,Education,Courses,Impulse buy,1891.4,Expense,,1891.40,INR,Debit Card,2025-12-18 10:14:23
11/15/2025 10:46,53,Credit Card,Education,Workshops,Impulse buy,2258.37,Expense,,2258.37,INR,Credit Card,2025-12-18 10:14:23
11/15/2025 09:58,46,Auto Debit,Entertainment,Streaming,Impulse buy,1814.97,Expense,,1814.97,INR,Auto Debit,2025-12-18 10:14:23
11/15/2025 09:32,75,Auto Debit,Health,Gym,Utility payment,1482.11,Expense,,1482.11,INR,Auto Debit,2025-12-18 10:14:23
11/15/2025 09:20,73,Auto Debit,Transportation,Cab,Refund,961.75,Income,,961.75,INR,Auto Debit,2025-12-18 10:14:23
11/15/2025 08:37,61,Wallet,Education,Courses,Weekend plan,448.18,Expense,,448.18,INR,Wallet,2025-12-18 10:14:23
11/15/2025 08:36,24,Credit Card,Food,Breakfast,Utility payment,1243.32,Expense,,1243.32,INR,Credit Card,2025-12-18 10:14:23
11/15/2025 08:22,77,UPI,Education,Workshops,Gift received,2012.86,Income,,2012.86,INR,UPI,2025-12-18 10:14:23
11/15/2025 07:25,74,UPI,Travel,Tour,Impulse buy,1900.99,Expense,,1900.99,INR,UPI,2025-12-18 10:14:23
11/15/2025 07:00,71,UPI,Health,Consultation,Refund,1198.99,Income,,1198.99,INR,UPI,2025-12-18 10:14:23
11/15/2025 06:25,75,Debit Card,Entertainment,Streaming,Ride to office,1906.08,Expense,,1906.08,INR,Debit Card,2025-12-18 10:14:23
11/15/2025 06:19,27,UPI,Health,Pharmacy,Impulse buy,2374.89,Expense,,2374.89,INR,UPI,2025-12-18 10:14:23
11/15/2025 06:07,8,Credit Card,Transportation,Bus,Weekly stock-up,1555.48,Expense,,1555.48,INR,Credit Card,2025-12-18 10:14:22
11/15/2025 06:02,2,Auto Debit,Education,Courses,Quick bite,380.54,Expense,,380.54,INR,Auto Debit,2025-12-18 10:14:22
11/15/2025 05:43,14,Auto Debit,Transportation,Fuel,Refund,2200.08,Income,,2200.08,INR,Auto Debit,2025-12-18 10:14:22
11/15/2025 05:02,91,Wallet,Other,Gift,Impulse buy,173.72,Expense,,173.72,INR,Wallet,2025-12-18 10:14:23
11/15/2025 04:15,45,Wallet,Transportation,Bus,Quick bite,1038.24,Expense,,1038.24,INR,Wallet,2025-12-18 10:14:23
11/15/2025 03:57,61,Credit Card,Bills,Internet,Weekly stock-up,365.98,Expense,,365.98,INR,Credit Card,2025-12-18 10:14:23
11/15/2025 02:43,96,Credit Card,Food,Breakfast,Impulse buy,782.17,Expense,,782.17,INR,Credit Card,2025-12-18 10:14:23
11/15/2025 02:40,2,Credit Card,Entertainment,Movies,Quick bite,2485.48,Expense,,2485.48,INR,Credit Card,2025-12-18 10:14:22
11/15/2025 02:11,26,Auto Debit,Health,Consultation,Subscription,900.38,Expense,,900.38,INR,Auto Debit,2025-12-18 10:14:23
11/15/2025 01:51,5,Credit Card,Travel,Tour,Utility payment,416.63,Expense,,416.63,INR,Credit Card,2025-12-18 10:14:22
11/15/2025 01:30,22,Auto Debit,Health,Gym,Weekend plan,2176.24,Expense,,2176.24,INR,Auto Debit,2025-12-18 10:14:23
11/15/2025 01:30,60,Auto Debit,Education,Workshops,Weekend plan,1487.24,Expense,,1487.24,INR,Auto Debit,2025-12-18 10:14:23
11/15/2025 00:35,7,Credit Card,Travel,Hotels,Subscription,68.09,Expense,,68.09,INR,Credit Card,2025-12-18 10:14:22
11/14/2025 23:57,62,UPI,Bills,Electricity,Quick bite,1325.42,Expense,,1325.42,INR,UPI,2025-12-18 10:14:23
11/14/2025 23:34,53,UPI,Food,Dinner,Salary credit,4423.08,Income,,4423.08,INR,UPI,2025-12-18 10:14:23
11/14/2025 23:23,46,Credit Card,Transportation,Bus,Ride to office,906.04,Expense,,906.04,INR,Credit Card,2025-12-18 10:14:23
11/14/2025 23:00,68,Debit Card,Travel,Hotels,Weekly stock-up,1469.75,Expense,,1469.75,INR,Debit Card,2025-12-18 10:14:23
11/14/2025 22:12,7,Auto Debit,Education,Books,Weekend plan,836.8,Expense,,836.80,INR,Auto Debit,2025-12-18 10:14:22
11/14/2025 22:05,57,UPI,Other,Misc,Ride to office,1299.98,Expense,,1299.98,INR,UPI,2025-12-18 10:14:23
11/14/2025 21:38,34,Wallet,Bills,Electricity,Utility payment,2272.98,Expense,,2272.98,INR,Wallet,2025-12-18 10:14:23
11/14/2025 21:11,41,Wallet,Health,Consultation,Weekend plan,1544.55,Expense,,1544.55,INR,Wallet,2025-12-18 10:14:23
11/14/2025 21:10,45,Wallet,Entertainment,Streaming,Quick bite,487.65,Expense,,487.65,INR,Wallet,2025-12-18 10:14:23
11/14/2025 21:10,100,Credit Card,Transportation,Bus,Salary credit,4750.11,Income,,4750.11,INR,Credit Card,2025-12-18 10:14:23
11/14/2025 20:45,48,Debit Card,Transportation,Fuel,Weekend plan,979.34,Expense,,979.34,INR,Debit Card,2025-12-18 10:14:23
11/14/2025 20:44,51,Wallet,Health,Consultation,Weekly stock-up,1438.06,Expense,,1438.06,INR,Wallet,2025-12-18 10:14:23
11/14/2025 20:25,72,Debit Card,Food,Dinner,Weekend plan,2029.45,Expense,,2029.45,INR,Debit Card,2025-12-18 10:14:23
11/14/2025 19:37,55,Debit Card,Entertainment,Movies,Impulse buy,656.13,Expense,,656.13,INR,Debit Card,2025-12-18 10:14:23
11/14/2025 19:09,96,Wallet,Travel,Hotels,Impulse buy,2210.19,Expense,,2210.19,INR,Wallet,2025-12-18 10:14:23
11/14/2025 18:21,13,Auto Debit,Shopping,Groceries,Ride to office,152.58,Expense,,152.58,INR,Auto Debit,2025-12-18 10:14:22
11/14/2025 18:05,3,Debit Card,Entertainment,Movies,Impulse buy,1282.62,Expense,,1282.62,INR,Debit Card,2025-12-18 10:14:22
11/14/2025 17:18,53,UPI,Bills,Phone,Impulse buy,647.6,Expense,,647.60,INR,UPI,2025-12-18 10:14:23
11/14/2025 16:59,26,Debit Card,Travel,Flights,Weekend plan,1978.88,Expense,,1978.88,INR,Debit Card,2025-12-18 10:14:23
11/14/2025 16:10,99,Credit Card,Other,Misc,Weekly stock-up,330.84,Expense,,330.84,INR,Credit Card,2025-12-18 10:14:23
11/14/2025 16:00,91,Auto Debit,Travel,Flights,Weekly stock-up,404.27,Expense,,404.27,INR,Auto Debit,2025-12-18 10:14:23
11/14/2025 15:43,48,Wallet,Transportation,Fuel,Weekly stock-up,1896.69,Expense,,1896.69,INR,Wallet,2025-12-18 10:14:23
11/14/2025 13:36,85,UPI,Transportation,Bus,Weekend plan,776.13,Expense,,776.13,INR,UPI,2025-12-18 10:14:23
11/14/2025 12:19,93,Wallet,Food,Lunch,Utility payment,2198.35,Expense,,2198.35,INR,Wallet,2025-12-18 10:14:23
11/14/2025 11:50,12,Wallet,Health,Consultation,Weekly stock-up,2332.19,Expense,,2332.19,INR,Wallet,2025-12-18 10:14:22
11/14/2025 11:05,52,Debit Card,Education,Courses,Weekend plan,1944.85,Expense,,1944.85,INR,Debit Card,2025-12-18 10:14:23
11/14/2025 10:48,24,UPI,Food,Dinner,Ride to office,2177.45,Expense,,2177.45,INR,UPI,2025-12-18 10:14:23
11/14/2025 09:43,62,Auto Debit,Shopping,Groceries,Impulse buy,2211.19,Expense,,2211.19,INR,Auto Debit,2025-12-18 10:14:23
11/14/2025 09:17,61,Wallet,Food,Lunch,Salary credit,2525.72,Income,,2525.72,INR,Wallet,2025-12-18 10:14:23
11/14/2025 09:13,96,Wallet,Entertainment,Streaming,Ride to office,803.6,Expense,,803.60,INR,Wallet,2025-12-18 10:14:23
11/14/2025 08:36,92,Auto Debit,Health,Pharmacy,Quick bite,1315.92,Expense,,1315.92,INR,Auto Debit,2025-12-18 10:14:23
11/14/2025 08:04,81,Debit Card,Food,Dinner,Impulse buy,1790.7,Expense,,1790.70,INR,Debit Card,2025-12-18 10:14:23
11/14/2025 07:34,71,Debit Card,Entertainment,Movies,Impulse buy,129.44,Expense,,129.44,INR,Debit Card,2025-12-18 10:14:23
11/14/2025 05:28,20,UPI,Food,Snacks,Ride to office,1598.64,Expense,,1598.64,INR,UPI,2025-12-18 10:14:23
11/14/2025 04:00,99,Wallet,Health,Pharmacy,Weekly stock-up,720.38,Expense,,720.38,INR,Wallet,2025-12-18 10:14:23
11/14/2025 03:58,63,Debit Card,Food,Snacks,Subscription,729.94,Expense,,729.94,INR,Debit Card,2025-12-18 10:14:23
11/14/2025 03:29,15,Wallet,Health,Pharmacy,Impulse buy,242.83,Expense,,242.83,INR,Wallet,2025-12-18 10:14:22
11/14/2025 03:24,91,Auto Debit,Bills,Phone,Subscription,2177.02,Expense,,2177.02,INR,Auto Debit,2025-12-18 10:14:23
11/14/2025 01:42,85,Credit Card,Shopping,Clothing,Weekend plan,1961.8,Expense,,1961.80,INR,Credit Card,2025-12-18 10:14:23
11/14/2025 01:06,5,Debit Card,Bills,Phone,Ride to office,312.33,Expense,,312.33,INR,Debit Card,2025-12-18 10:14:22
11/14/2025 00:50,91,Debit Card,Education,Courses,Impulse buy,2106.15,Expense,,2106.15,INR,Debit Card,2025-12-18 10:14:23
11/14/2025 00:08,82,Auto Debit,Food,Dinner,Weekend plan,1667.24,Expense,,1667.24,INR,Auto Debit,2025-12-18 10:14:23
11/14/2025 00:01,91,UPI,Shopping,Clothing,Impulse buy,1401.76,Expense,,1401.76,INR,UPI,2025-12-18 10:14:23
11/13/2025 23:50,99,Wallet,Other,Donation,Ride to office,385.21,Expense,,385.21,INR,Wallet,2025-12-18 10:14:23
11/13/2025 23:38,59,Credit Card,Entertainment,Streaming,Refund,1155.41,Income,,1155.41,INR,Credit Card,2025-12-18 10:14:23
11/13/2025 23:01,71,Credit Card,Shopping,Clothing,Impulse buy,1580.58,Expense,,1580.58,INR,Credit Card,2025-12-18 10:14:23
11/13/2025 22:52,65,Auto Debit,Bills,Internet,Quick bite,2303.73,Expense,,2303.73,INR,Auto Debit,2025-12-18 10:14:23
11/13/2025 22:42,98,Auto Debit,Bills,Internet,Cashback,6992.27,Income,,6992.27,INR,Auto Debit,2025-12-18 10:14:23
11/13/2025 20:57,51,UPI,Shopping,Essentials,Weekend plan,613.44,Expense,,613.44,INR,UPI,2025-12-18 10:14:23
11/13/2025 19:34,71,Auto Debit,Food,Dinner,Weekly stock-up,2276.36,Expense,,2276.36,INR,Auto Debit,2025-12-18 10:14:23
11/13/2025 19:11,30,Debit Card,Travel,Flights,Refund,6091.61,Income,,6091.61,INR,Debit Card,2025-12-18 10:14:23
11/13/2025 19:09,62,Credit Card,Food,Lunch,Utility payment,1947.61,Expense,,1947.61,INR,Credit Card,2025-12-18 10:14:23
11/13/2025 18:54,70,Wallet,Entertainment,Movies,Subscription,1099.54,Expense,,1099.54,INR,Wallet,2025-12-18 10:14:23
11/13/2025 17:56,95,Credit Card,Shopping,Online,Utility payment,1695.41,Expense,,1695.41,INR,Credit Card,2025-12-18 10:14:23
11/13/2025 17:45,13,Auto Debit,Health,Pharmacy,Ride to office,119.87,Expense,,119.87,INR,Auto Debit,2025-12-18 10:14:22
11/13/2025 17:12,68,Wallet,Food,Breakfast,Impulse buy,133.52,Expense,,133.52,INR,Wallet,2025-12-18 10:14:23
11/13/2025 16:58,12,UPI,Education,Courses,Salary credit,5567.1,Income,,5567.10,INR,UPI,2025-12-18 10:14:22
11/13/2025 16:39,15,Auto Debit,Transportation,Metro,Weekend plan,1043.07,Expense,,1043.07,INR,Auto Debit,2025-12-18 10:14:22
11/13/2025 16:04,20,Wallet,Health,Pharmacy,Utility payment,511.45,Expense,,511.45,INR,Wallet,2025-12-18 10:14:23
11/13/2025 16:00,93,Debit Card,Education,Books,Refund,4757.0,Income,,4757.00,INR,Debit Card,2025-12-18 10:14:23
11/13/2025 15:37,87,Debit Card,Education,Books,Ride to office,1516.23,Expense,,1516.23,INR,Debit Card,2025-12-18 10:14:23
11/13/2025 15:03,62,Credit Card,Health,Gym,Quick bite,2176.93,Expense,,2176.93,INR,Credit Card,2025-12-18 10:14:23
11/13/2025 14:49,85,Credit Card,Health,Consultation,Quick bite,1753.98,Expense,,1753.98,INR,Credit Card,2025-12-18 10:14:23
11/13/2025 14:08,24,Wallet,Entertainment,Concert,Impulse buy,807.75,Expense,,807.75,INR,Wallet,2025-12-18 10:14:23
11/13/2025 14:07,53,Debit Card,Education,Workshops,Quick bite,716.27,Expense,,716.27,INR,Debit Card,2025-12-18 10:14:23
11/13/2025 13:38,87,Auto Debit,Health,Consultation,Utility payment,297.17,Expense,,297.17,INR,Auto Debit,2025-12-18 10:14:23
11/13/2025 13:35,95,Auto Debit,Education,Courses,Impulse buy,1815.11,Expense,,1815.11,INR,Auto Debit,2025-12-18 10:14:23
11/13/2025 12:21,62,UPI,Shopping,Groceries,Salary credit,4738.35,Income,,4738.35,INR,UPI,2025-12-18 10:14:23
11/13/2025 11:07,7,Credit Card,Transportation,Bus,Subscription,2094.21,Expense,,2094.21,INR,Credit Card,2025-12-18 10:14:22
11/13/2025 10:26,90,Wallet,Other,Misc,Freelance payout,5967.01,Income,,5967.01,INR,Wallet,2025-12-18 10:14:23
11/13/2025 10:15,17,Credit Card,Travel,Flights,Weekly stock-up,1883.45,Expense,,1883.45,INR,Credit Card,2025-12-18 10:14:22
11/13/2025 09:37,78,Credit Card,Other,Donation,Weekly stock-up,768.04,Expense,,768.04,INR,Credit Card,2025-12-18 10:14:23
11/13/2025 07:45,37,Credit Card,Health,Pharmacy,Gift received,4476.48,Income,,4476.48,INR,Credit Card,2025-12-18 10:14:23
11/13/2025 06:33,68,Debit Card,Travel,Tour,Refund,7584.78,Income,,7584.78,INR,Debit Card,2025-12-18 10:14:23
11/13/2025 06:20,95,Wallet,Shopping,Groceries,Ride to office,997.36,Expense,,997.36,INR,Wallet,2025-12-18 10:14:23
11/13/2025 06:14,84,Wallet,Travel,Flights,Subscription,1616.34,Expense,,1616.34,INR,Wallet,2025-12-18 10:14:23
11/13/2025 06:00,16,UPI,Shopping,Online,Utility payment,298.98,Expense,,298.98,INR,UPI,2025-12-18 10:14:22
11/13/2025 05:48,83,UPI,Transportation,Cab,Impulse buy,479.85,Expense,,479.85,INR,UPI,2025-12-18 10:14:23
11/13/2025 05:22,82,Debit Card,Entertainment,Movies,Subscription,1509.32,Expense,,1509.32,INR,Debit Card,2025-12-18 10:14:23
11/13/2025 04:19,17,Debit Card,Bills,Phone,Refund,2434.04,Income,,2434.04,INR,Debit Card,2025-12-18 10:14:23
11/13/2025 03:49,20,Wallet,Shopping,Groceries,Utility payment,438.19,Expense,,438.19,INR,Wallet,2025-12-18 10:14:23
11/13/2025 03:46,25,UPI,Travel,Hotels,Quick bite,706.94,Expense,,706.94,INR,UPI,2025-12-18 10:14:23
11/13/2025 03:07,60,Credit Card,Other,Donation,Impulse buy,342.76,Expense,,342.76,INR,Credit Card,2025-12-18 10:14:23
11/13/2025 02:54,93,Auto Debit,Other,Misc,Subscription,2003.82,Expense,,2003.82,INR,Auto Debit,2025-12-18 10:14:23
11/13/2025 02:52,68,Debit Card,Bills,Electricity,Utility payment,1531.91,Expense,,1531.91,INR,Debit Card,2025-12-18 10:14:23
11/12/2025 23:28,3,UPI,Travel,Flights,Subscription,1548.61,Expense,,1548.61,INR,UPI,2025-12-18 10:14:22
11/12/2025 23:11,36,UPI,Health,Consultation,Quick bite,204.63,Expense,,204.63,INR,UPI,2025-12-18 10:14:23
11/12/2025 22:38,5,UPI,Bills,Phone,Impulse buy,2302.15,Expense,,2302.15,INR,UPI,2025-12-18 10:14:22
11/12/2025 20:33,73,Debit Card,Transportation,Bus,Impulse buy,413.42,Expense,,413.42,INR,Debit Card,2025-12-18 10:14:23
11/12/2025 20:05,44,Wallet,Education,Books,Impulse buy,94.25,Expense,,94.25,INR,Wallet,2025-12-18 10:14:23
11/12/2025 19:01,14,Auto Debit,Education,Workshops,Ride to office,2037.44,Expense,,2037.44,INR,Auto Debit,2025-12-18 10:14:22
11/12/2025 18:43,95,Credit Card,Education,Workshops,Impulse buy,2289.44,Expense,,2289.44,INR,Credit Card,2025-12-18 10:14:23
11/12/2025 18:11,91,Credit Card,Travel,Hotels,Refund,6520.24,Income,,6520.24,INR,Credit Card,2025-12-18 10:14:23
11/12/2025 16:32,94,Credit Card,Other,Donation,Weekend plan,1117.06,Expense,,1117.06,INR,Credit Card,2025-12-18 10:14:23
11/12/2025 13:26,33,Auto Debit,Entertainment,Movies,Ride to office,2239.96,Expense,,2239.96,INR,Auto Debit,2025-12-18 10:14:23
11/12/2025 12:58,7,Debit Card,Health,Gym,Weekly stock-up,232.02,Expense,,232.02,INR,Debit Card,2025-12-18 10:14:22
11/12/2025 12:27,61,Wallet,Food,Lunch,Impulse buy,544.35,Expense,,544.35,INR,Wallet,2025-12-18 10:14:23
11/12/2025 12:03,30,UPI,Other,Donation,Utility payment,2249.58,Expense,,2249.58,INR,UPI,2025-12-18 10:14:23
11/12/2025 11:10,60,UPI,Food,Snacks,Ride to office,1672.76,Expense,,1672.76,INR,UPI,2025-12-18 10:14:23
11/12/2025 11:09,98,Credit Card,Health,Pharmacy,Quick bite,1470.8,Expense,,1470.80,INR,Credit Card,2025-12-18 10:14:23
11/12/2025 10:52,93,Credit Card,Entertainment,Movies,Weekend plan,1358.39,Expense,,1358.39,INR,Credit Card,2025-12-18 10:14:23
11/12/2025 10:38,77,Wallet,Education,Courses,Ride to office,2294.26,Expense,,2294.26,INR,Wallet,2025-12-18 10:14:23
11/12/2025 09:57,61,Credit Card,Travel,Hotels,Subscription,1014.49,Expense,,1014.49,INR,Credit Card,2025-12-18 10:14:23
11/12/2025 09:31,99,Wallet,Entertainment,Movies,Impulse buy,40.21,Expense,,40.21,INR,Wallet,2025-12-18 10:14:23
11/12/2025 08:59,32,Debit Card,Entertainment,Concert,Salary credit,5123.31,Income,,5123.31,INR,Debit Card,2025-12-18 10:14:23
11/12/2025 08:44,27,UPI,Bills,Electricity,Weekly stock-up,1932.7,Expense,,1932.70,INR,UPI,2025-12-18 10:14:23
11/12/2025 08:41,4,Debit Card,Other,Gift,Ride to office,1088.05,Expense,,1088.05,INR,Debit Card,2025-12-18 10:14:22
11/12/2025 05:47,77,Auto Debit,Entertainment,Streaming,Impulse buy,1701.32,Expense,,1701.32,INR,Auto Debit,2025-12-18 10:14:23
11/12/2025 05:25,93,UPI,Bills,Internet,Weekend plan,2379.91,Expense,,2379.91,INR,UPI,2025-12-18 10:14:23
11/12/2025 03:15,54,UPI,Shopping,Online,Salary credit,5902.7,Income,,5902.70,INR,UPI,2025-12-18 10:14:23
11/12/2025 02:58,17,UPI,Transportation,Cab,Quick bite,995.86,Expense,,995.86,INR,UPI,2025-12-18 10:14:23
11/12/2025 02:29,62,Auto Debit,Transportation,Metro,Utility payment,1216.54,Expense,,1216.54,INR,Auto Debit,2025-12-18 10:14:23
11/12/2025 02:10,75,Wallet,Shopping,Clothing,Ride to office,1080.17,Expense,,1080.17,INR,Wallet,2025-12-18 10:14:23
11/12/2025 01:56,91,UPI,Travel,Flights,Gift received,4292.96,Income,,4292.96,INR,UPI,2025-12-18 10:14:23
11/12/2025 01:46,57,Wallet,Travel,Flights,Freelance payout,2583.94,Income,,2583.94,INR,Wallet,2025-12-18 10:14:23
11/12/2025 00:46,65,Wallet,Education,Courses,Utility payment,892.86,Expense,,892.86,INR,Wallet,2025-12-18 10:14:23
11/12/2025 00:01,46,Wallet,Health,Consultation,Impulse buy,2173.93,Expense,,2173.93,INR,Wallet,2025-12-18 10:14:23
11/11/2025 23:58,46,UPI,Transportation,Bus,Utility payment,1704.28,Expense,,1704.28,INR,UPI,2025-12-18 10:14:23
11/11/2025 23:48,95,Debit Card,Education,Books,Salary credit,844.89,Income,,844.89,INR,Debit Card,2025-12-18 10:14:23
11/11/2025 22:45,82,UPI,Food,Snacks,Impulse buy,1645.94,Expense,,1645.94,INR,UPI,2025-12-18 10:14:23
11/11/2025 22:35,27,Credit Card,Education,Workshops,Quick bite,377.83,Expense,,377.83,INR,Credit Card,2025-12-18 10:14:23
11/11/2025 21:56,29,Auto Debit,Health,Consultation,Freelance payout,2149.75,Income,,2149.75,INR,Auto Debit,2025-12-18 10:14:23
11/11/2025 21:36,65,Wallet,Travel,Hotels,Weekend plan,1627.02,Expense,,1627.02,INR,Wallet,2025-12-18 10:14:23
11/11/2025 20:43,62,Auto Debit,Education,Books,Impulse buy,889.88,Expense,,889.88,INR,Auto Debit,2025-12-18 10:14:23
11/11/2025 20:40,13,UPI,Health,Consultation,Utility payment,484.76,Expense,,484.76,INR,UPI,2025-12-18 10:14:22
11/11/2025 17:59,13,Wallet,Bills,Electricity,Salary credit,4940.64,Income,,4940.64,INR,Wallet,2025-12-18 10:14:22
11/11/2025 17:07,30,Credit Card,Travel,Tour,Utility payment,2203.41,Expense,,2203.41,INR,Credit Card,2025-12-18 10:14:23
11/11/2025 16:42,78,Credit Card,Shopping,Groceries,Quick bite,1143.67,Expense,,1143.67,INR,Credit Card,2025-12-18 10:14:23
11/11/2025 15:49,37,Debit Card,Other,Gift,Weekend plan,701.03,Expense,,701.03,INR,Debit Card,2025-12-18 10:14:23
11/11/2025 14:44,61,Wallet,Travel,Hotels,Quick bite,781.16,Expense,,781.16,INR,Wallet,2025-12-18 10:14:23
11/11/2025 14:30,82,Credit Card,Bills,Rent,Ride to office,1293.42,Expense,,1293.42,INR,Credit Card,2025-12-18 10:14:23
11/11/2025 13:15,85,UPI,Food,Lunch,Utility payment,2312.3,Expense,,2312.30,INR,UPI,2025-12-18 10:14:23
11/11/2025 13:06,73,Wallet,Bills,Phone,Subscription,1156.66,Expense,,1156.66,INR,Wallet,2025-12-18 10:14:23
11/11/2025 12:35,5,Wallet,Health,Gym,Freelance payout,1278.6,Income,,1278.60,INR,Wallet,2025-12-18 10:14:22
11/11/2025 12:18,3,Credit Card,Entertainment,Movies,Utility payment,2018.28,Expense,,2018.28,INR,Credit Card,2025-12-18 10:14:22
11/11/2025 12:08,13,Debit Card,Travel,Flights,Quick bite,424.5,Expense,,424.50,INR,Debit Card,2025-12-18 10:14:22
11/11/2025 11:52,26,Debit Card,Entertainment,Concert,Utility payment,1010.57,Expense,,1010.57,INR,Debit Card,2025-12-18 10:14:23
11/11/2025 11:47,81,UPI,Entertainment,Movies,Utility payment,1951.59,Expense,,1951.59,INR,UPI,2025-12-18 10:14:23
11/11/2025 10:41,91,Auto Debit,Health,Gym,Ride to office,2343.14,Expense,,2343.14,INR,Auto Debit,2025-12-18 10:14:23
11/11/2025 09:46,7,Credit Card,Entertainment,Concert,Cashback,3237.7,Income,,3237.70,INR,Credit Card,2025-12-18 10:14:22
11/11/2025 09:21,13,Wallet,Transportation,Bus,Subscription,337.05,Expense,,337.05,INR,Wallet,2025-12-18 10:14:22
